0,1,2,3
J2317+1439,327,128,32.2
J0030+0451,430,128,13.7
J1640+2224,430,128,10.8
B1855+09,430,128,14
J2317+1439,430,128,5.4
J0030+0451,820,128,0
J0613-0200,820,128,5.3
J1012+5307,820,128,7.6
J1455-3330,820,128,2
J1600-3053,820,128,3.1
J1643-1224,820,128,12.3
J1713+0747,820,128,8.8
J1744-1134,820,128,7.6
J1909-3744,820,128,3.4
J1918-0642,820,128,4.5
J2145-0750,820,128,12.3
J1713+0747,2300,128,3.6
B1855+09,2300,128,0.1
