0,1,2,3,4
J2208+5500,1170,0,0.4,0.1
J2217+5733,1170,0,0.5,0.1
J0026+6320,610,0,2.9,0.8
J2208+5500,610,0,2,0.4
J2217+5733,610,0,4.6,1.1
J0026+6320,325,0,8,4
J2208+5500,325,0,5.8,1.5
J2217+5733,325,0,10,3
