0,1,2,3,4
J1702-4128,325,0,1.2,0.2
J1718-3825,325,0,0.7,0
J1747-2958,325,0,7.4,0.6
J1809-1917,325,0,0.6,0.2
J1702-4128,610,0,2,0.2
J1718-3825,610,0,1.3,0.2
J1747-2958,610,0,15.2,0.9
J1809-1917,610,0,1.8,0.4
J1857+0143,610,0,2.3,0.3
J1913+1011,610,0,3.4,0.2
J1702-4128,1280,0,1.5,0.3
J1718-3825,1280,0,2,0.2
J1747-2958,1280,0,25.2,1.7
J1809-1917,1280,0,3.2,0.4
