0,1,2,3,4
J0940-5428,1384,0,0.66,0.04
J0940-5428,2496,0,0.31,0.05
J0940-5428,1400,0,0.35,0.04
J0940-5428,3100,0,0.47,0
J1301-6305,1384,0,0.46,0.04
J1301-6305,2496,0,0.27,0.04
J1301-6305,1400,0,0.46,0.06
