0,1,2,3
J0045-7319,660,32,0.7
J1105-6107,1350,128,1
J1316-6232,1350,128,1.8
J1316-6232,2264,128,0.6
J1341-6220,1350,128,2.3
J1513-5908,660,28,2.6
J1513-5908,1350,128,1.3
J1627-4845,1350,128,0.5
J1646-4346,1350,128,0.8
J1730-3350,1350,128,3.3
J1801-2306,1350,128,6.2
J1801-2306,2264,128,2.1
